q1,q2,q3,q4,q5,q6,q7,x,y,z
-91,-85,86,30,29,-24,-51,-0.352,-0.049,-0.312
12,25,-114,61,129,111,-60,0.03,0.331,0.653
-3,-116,80,88,129,109,-153,0.175,0.455,-0.202
-2,54,-79,135,-130,-9,-129,0.071,0.24,0.198
-10,6,91,123,-51,74,153,-0.192,-0.289,0.218
-45,-64,-103,106,-66,-56,30,-0.092,0.618,0.79
29,-1,-37,74,-47,-83,134,0.106,0.677,0.515
-59,-95,95,23,82,-39,15,-0.429,0.132,0.611
15,-29,83,97,-108,34,11,0.105,0.314,-0.223
-102,55,69,55,-33,84,-86,-0.465,0.031,0.35
-13,-112,115,14,35,75,89,0.875,0.169,0.398
32,-100,-60,55,-72,-5,102,0.48,0.373,0.26
6,-57,-51,148,129,-16,-99,0.058,-0.124,0.332
-126,35,26,113,170,92,-112,-0.45,-0.462,0.142
-60,-86,-77,66,52,-25,-139,-0.247,-0.14,0.712
-69,-73,75,104,67,-50,-149,0.18,-0.239,0.753
-34,-113,131,147,33,35,-78,0.046,0.209,0.506
-1,42,-78,50,-38,40,124,-0.567,0.142,-0.077
-112,-10,154,63,39,65,-95,0.715,0.332,0.261
-50,-118,51,147,152,33,-86,0.079,-0.125,-0.009
33,36,-49,69,-11,-88,62,0.468,-0.825,0.37
-91,-56,-24,95,41,-51,102,-0.731,-0.436,0.753
-57,22,168,11,-16,-2,93,-0.156,-0.303,-0.317
-30,-34,-124,27,7,47,-107,-0.012,-0.336,0.148
-99,-27,35,-2,169,1,113,-0.205,-0.622,0.141
-16,-42,-128,19,93,-76,161,-0.576,0.871,0.226
-85,-117,8,74,-39,-59,144,0.03,0.338,0.25
-59,21,163,67,81,23,-21,-0.213,0.077,0.51
-131,-108,122,58,-89,94,93,-0.524,-0.587,0.034
32,-5,-145,131,-39,22,-17,0.263,0.105,0.65
-83,46,105,134,61,-4,-164,-0.292,-0.625,0.558
-137,-39,20,105,-14,-88,-105,0.546,-0.163,0.677
-84,-47,-96,78,-146,-90,1,-0.418,0.076,0.49
-3,-120,-145,69,-16,101,-51,0.52,0.084,1.055
18,-115,36,60,88,86,162,-0.268,-0.325,-0.02
-139,-51,169,121,160,-13,8,-0.195,-0.569,0.826
-22,-81,-122,50,64,41,3,-0.222,0.017,0.911
-65,-86,55,146,-37,111,82,-0.631,-0.264,0.59
-127,-63,-173,98,116,-8,-161,0.218,-0.372,0.593
-14,38,-107,36,-135,-15,85,0.171,0.062,0.732
-31,-23,-9,-2,-158,47,173,0.421,0.24,0.156
11,41,-65,104,-118,68,-76,-0.007,-0.413,-0.226
-97,28,-145,94,-173,-90,-84,-0.23,0.555,-0.225
-56,23,151,58,-49,-34,-97,-0.066,-0.377,0.556
-62,18,-102,146,-175,13,-119,0.505,-0.557,0.595
46,-21,-116,49,-157,11,-146,0.113,-0.497,0.099
-117,-86,-36,106,-84,-40,-146,-0.075,0.613,0.484
-37,-42,147,55,-38,-41,157,0.491,0.157,-0.05
-4,-96,-51,64,49,75,-104,0.654,0.015,0.886
37,-58,121,25,-32,73,-86,-0.489,-0.013,0.603
-115,-90,-66,126,-137,0,68,-0.436,0.791,-0.106
5,-44,-93,83,-34,49,-48,0.635,-0.134,0.648
34,-85,124,44,65,-25,-91,0.283,0.82,-0.283
-13,-86,-101,16,-35,-68,53,-0.188,-0.09,0.535
46,-37,-26,6,-154,-47,157,-0.26,0.512,0.616
-85,19,169,136,30,-65,-170,0.099,0.048,0.315
28,-9,-125,124,-27,65,-156,0.189,0.357,0.448
-18,-101,-3,58,150,-46,-162,-0.192,-0.493,0.76
-26,-112,89,111,-49,-89,6,-0.27,-0.63,0.364
-66,-70,65,58,52,-81,-14,0.67,-0.394,0.301
-120,-68,-75,22,-139,-45,29,-0.135,-0.351,-0.0
-65,-95,-153,66,85,92,25,0.1,-0.058,0.256
0,-49,-103,138,117,3,81,0.589,-0.216,0.327
-69,-98,8,144,-135,80,3,0.699,-0.455,-0.034
-43,52,-57,52,-95,105,95,0.763,0.01,0.046
-12,-54,120,115,76,39,143,-0.177,-0.344,-0.031
-115,-94,82,149,148,54,-32,0.064,0.115,0.622
-37,48,-29,106,-92,78,42,0.204,-0.547,0.209
1,-107,124,45,-151,-41,105,-0.022,-0.301,0.755
46,6,-55,124,-86,37,-115,0.228,0.426,0.908
-51,-101,-115,1,132,4,128,-0.365,0.16,0.84
-61,-95,23,66,89,73,-68,0.054,-0.448,0.383
-137,12,-92,64,-144,112,-44,-0.485,-0.344,0.909
-57,-122,-94,120,168,112,-144,-0.73,-0.07,-0.195
-130,-23,-129,57,137,29,119,0.273,0.697,0.184
-69,-82,-69,63,-18,29,7,0.107,-0.21,0.914
-133,-4,113,138,-156,-5,-155,-0.137,-0.802,-0.237
-129,32,144,1,114,76,47,-0.621,0.652,0.601
-131,-27,129,124,-154,41,93,-0.061,-0.277,0.489
10,-9,-100,134,41,101,-57,0.527,0.49,0.313
-45,-1,42,68,-91,58,-76,0.117,0.511,0.46
-116,-98,21,111,-79,93,117,-0.043,0.602,0.006
-76,-91,6,62,-121,-70,-102,0.001,-0.598,-0.359
27,31,-98,77,156,88,82,-0.331,-0.672,0.563
-111,-88,84,66,-153,11,162,-0.219,0.111,0.174
-48,-8,149,17,-78,-82,155,0.168,-0.503,-0.091
42,-11,-87,148,-17,-66,89,-0.309,-0.083,0.451
-15,-101,-51,104,85,-4,38,-0.253,0.094,0.314
-124,-79,35,37,-69,-70,-54,0.4,0.216,-0.451
-38,-30,116,140,146,-51,-128,0.747,0.252,0.597
15,-23,-96,98,-150,13,84,-0.578,0.013,0.246
1,-30,90,99,-118,26,-156,0.744,-0.069,0.349
-29,-2,-135,130,-126,-76,-17,0.076,-0.519,0.315
-24,-61,-109,47,-92,106,22,-0.175,0.523,0.487
49,-119,21,101,-7,60,-123,0.094,-0.365,0.846
-10,-110,127,22,65,115,60,0.002,-0.112,0.271
-3,-117,-93,99,-76,-31,-72,-0.324,0.76,0.335
0,-104,-14,24,-164,97,-110,0.478,-0.354,0.074
-16,-96,93,91,101,38,158,-0.181,0.405,-0.034
-34,32,-165,103,129,-68,-18,-0.058,0.498,0.699
-106,15,30,141,-171,36,10,0.228,-0.154,0.599
-123,-64,55,6,90,35,137,0.468,0.148,0.69
30,-116,-85,-3,-172,53,108,0.017,-0.245,-0.014
-113,-43,31,60,-161,-89,-168,-0.119,-0.193,0.755
-57,49,34,145,139,31,-174,-0.884,0.246,0.482
-106,-12,-127,14,-22,-23,65,0.626,0.038,0.707
-56,-38,85,134,-100,64,-70,-0.463,-0.028,0.192
-133,23,-57,122,6,82,-128,-0.237,-0.428,0.64
-127,52,150,90,-146,-52,-28,-0.564,-0.229,0.145
-141,-9,104,25,17,-33,-143,0.006,0.774,0.079
24,-26,126,4,-48,74,-9,-0.579,-0.006,0.493
-35,-100,129,31,-65,6,137,-0.537,0.357,1.069
-136,20,-53,145,-137,68,140,-0.455,0.529,0.944
-48,-84,37,46,-164,-23,-100,0.446,0.398,0.332
-93,-73,104,102,58,54,-108,0.171,0.535,0.197
-105,-108,142,57,-73,72,66,0.503,-0.157,0.506
-70,-87,45,39,-85,-83,-162,0.546,-0.5,0.078
-78,-85,118,97,-144,-67,161,-0.384,-0.159,0.223
-125,-27,-142,6,-101,-14,-76,-0.208,-0.666,0.541
-97,-59,156,83,-63,-24,97,-0.32,0.641,0.519
-118,56,-74,45,-112,-17,-159,-0.53,-0.036,0.626
-113,10,-95,92,-76,11,-58,0.371,-0.176,0.258
44,-84,3,70,-1,-49,113,-0.295,-0.334,-0.436
-124,53,-3,9,-54,-25,-152,-0.37,0.493,0.082
-58,14,-133,73,-121,5,134,0.244,-0.02,0.494
-94,9,42,7,-139,0,91,0.748,-0.71,0.193
-18,59,-79,52,-1,-53,18,0.616,0.314,0.045
30,-23,71,3,16,-76,150,-0.029,0.137,-0.149
-62,-43,-86,71,52,-21,133,0.252,0.495,0.183
-66,-99,150,-3,-99,91,133,-0.298,-0.026,0.513
-71,16,101,93,102,-24,100,-0.689,-0.14,-0.096
38,-8,-34,125,-5,114,-15,-0.615,-0.502,0.589
-98,-51,-72,146,-172,84,-67,0.562,-0.102,0.653
-114,5,-72,20,146,-64,23,-0.611,0.44,0.061
-41,-66,-98,2,50,69,-61,-0.396,-0.095,-0.412
14,-37,-67,64,121,89,-61,-0.502,0.325,0.882
-60,-57,98,93,-22,-59,-19,-0.075,0.026,0.878
-11,25,47,120,-162,-1,154,-0.26,-0.32,1.074
-23,16,-87,105,-14,21,-77,0.493,-0.007,0.355
-79,4,-113,138,-29,11,-14,0.798,0.157,0.183
49,55,124,135,87,0,-152,-0.241,-0.184,-0.188
-114,-86,58,49,123,-79,174,-0.147,-0.335,0.374
18,49,89,51,57,50,-103,-0.399,0.657,0.82
-112,-117,-62,45,163,89,124,0.434,-0.144,-0.441
-29,-63,-161,89,139,88,72,-0.006,-0.618,0.958
-123,59,-20,38,128,70,-75,-0.023,0.873,-0.209
-138,-11,-41,23,-141,-36,-94,0.204,0.227,0.023
-73,-6,120,93,-18,113,10,0.344,0.238,0.983
-76,-117,-7,27,22,53,45,-0.289,-0.365,0.054
-37,-84,165,138,-119,13,63,-0.015,-0.878,-0.129
-43,-25,71,74,146,-5,-147,0.478,-0.118,0.8
-41,-27,153,25,-16,32,91,0.787,0.466,0.351
-54,47,114,22,23,12,-163,0.298,-0.088,0.494
-64,41,-163,11,-113,-25,-133,-0.479,-0.654,0.222
-98,-63,-30,136,-63,19,-128,-0.077,0.603,0.536
-95,26,-7,22,-86,64,-5,-0.265,-0.009,0.275
48,11,-39,93,58,-19,16,0.385,0.6,-0.041
-113,16,106,64,-42,93,95,0.011,-0.762,0.442
23,-27,-107,83,112,22,-48,-0.037,0.596,0.415
-124,-80,-57,97,137,66,114,0.469,0.301,0.254
-137,-24,3,129,-18,113,-139,-0.285,0.436,0.058
-98,-27,110,72,-151,-46,2,0.242,-0.029,-0.215
-19,-101,-127,88,52,-67,-62,0.067,-0.13,1.009
-36,52,104,23,-57,-46,141,-0.276,0.302,0.202
-114,-62,15,18,65,-39,96,0.381,-0.671,0.811
-35,-58,-60,77,59,45,-121,0.614,0.011,-0.195
-6,-18,-40,149,-50,-36,12,0.62,0.35,0.611
-133,-16,105,6,2,13,35,-0.507,-0.534,-0.396
-127,-90,-54,126,-80,90,-172,-0.571,0.131,-0.149
-136,-8,-73,104,-38,99,91,-0.156,-0.374,0.193
2,-45,-34,113,36,-16,161,0.083,-0.349,0.676
35,20,126,60,-124,-8,81,-0.365,0.362,0.568
-79,-27,-163,86,-57,-43,53,0.42,0.594,0.273
7,-20,159,43,110,-55,167,0.202,-0.28,0.776
14,33,-7,32,-36,11,174,0.719,0.388,0.51
-89,-93,145,144,-51,-24,-56,0.026,-0.903,0.651
-22,-34,157,68,47,-60,141,-0.029,0.243,-0.123
-79,-88,-172,148,167,96,-136,0.268,-0.225,0.323
-87,-117,-160,10,103,32,-109,-0.182,0.268,-0.059
-14,40,-49,67,26,-16,5,-0.456,-0.395,0.198
-91,-8,-88,49,-64,50,78,0.274,0.644,-0.074
2,-113,-126,3,52,64,-58,0.235,0.186,0.125
26,32,-73,104,122,-61,-90,-0.035,0.188,0.161
-4,44,-137,29,31,-56,80,0.139,0.603,0.505
-23,52,42,96,-73,55,-65,-0.115,0.222,0.809
-51,-109,119,107,-41,-26,48,-0.902,0.079,0.355
-135,-108,-43,64,-50,-85,90,0.17,-0.033,0.762
13,-25,16,27,-84,-21,-15,-0.24,-0.26,0.528
33,-18,17,105,30,36,173,-0.318,0.256,0.317
-65,-23,32,50,-78,79,56,-0.516,-0.439,0.151
40,0,114,27,-77,25,-70,-0.701,0.332,0.601
-113,-15,-51,48,70,-38,-51,0.466,-0.325,-0.037
-114,-16,114,111,51,84,27,-0.26,-0.564,0.21
-136,58,55,66,-74,-51,-75,-0.175,-0.02,0.842
-118,-70,-168,139,46,-13,160,-0.477,-0.513,0.876
-110,-10,134,98,104,116,121,-0.067,0.026,0.176
-123,-78,-66,28,25,-82,-137,-0.276,-0.129,-0.238
-51,-22,-45,110,-42,-84,55,0.152,-0.421,0.097
-2,-50,82,69,51,-87,14,-0.061,-0.472,1.144
-42,37,-90,6,16,21,174,-0.103,-0.261,0.837
35,-61,-54,142,118,-59,-161,-0.127,-0.178,0.148
-17,4,-162,57,-21,-54,5,0.586,-0.197,0.061
-13,-12,129,107,-174,22,-142,0.005,-0.096,0.886
42,-80,135,132,34,81,-7,-0.634,-0.797,0.545
-61,-59,-31,68,-149,56,77,0.832,0.14,0.062
-26,-63,-38,16,69,11,128,-0.246,-0.418,0.404
-3,-89,170,57,-59,30,-165,0.483,-0.188,0.901
-15,9,64,31,-86,36,165,-0.561,0.329,-0.291
-118,-41,150,117,-12,78,78,0.413,0.328,-0.01
-34,31,-152,129,143,-49,-26,0.176,0.528,0.347
-79,-14,150,135,141,40,-15,-0.091,0.189,0.431
23,31,-41,87,-104,-88,-139,-0.007,-0.189,1.16
-9,-41,69,68,130,-49,62,-0.687,0.354,0.249
-133,58,-116,123,-158,-1,-73,0.385,0.04,0.159
1,-5,4,84,95,93,-16,0.027,0.27,0.963
39,-105,-73,100,105,0,132,0.833,0.589,0.165
-84,-25,-48,74,-111,38,-157,-0.641,-0.198,0.735
-8,-65,153,64,130,-45,-166,-0.134,0.331,-0.461
-22,-35,-75,129,-156,-16,101,-0.239,0.355,0.332
-76,19,45,21,23,-3,158,0.434,0.092,0.601
-127,-67,-38,98,-12,40,12,-0.058,-0.546,0.473
-119,-32,44,79,164,-75,-171,0.124,-0.477,0.192
-52,-3,49,74,-102,-81,165,-0.423,-0.352,-0.364
-97,-65,108,130,88,-66,-24,0.241,0.42,0.398
19,37,155,32,-97,104,-57,-0.054,-0.32,0.787
-56,25,96,74,-71,-19,22,0.5,-0.23,0.883
37,29,-105,132,73,51,-129,-0.868,-0.139,-0.029
5,13,-67,114,106,66,63,0.183,-0.36,0.836
24,-65,77,-1,-48,-56,-19,-0.786,-0.058,0.442
-128,-68,-59,16,147,-79,120,-0.079,-0.124,0.268
-10,51,169,111,167,39,26,0.267,-0.022,0.601
-66,-117,134,82,-134,66,-149,-0.468,0.477,0.161
-69,-74,-134,128,38,-52,31,0.334,-0.068,0.915
-53,14,-34,26,-75,43,-83,-0.808,-0.133,0.85
43,-122,-113,111,-109,-25,36,-0.241,-0.624,0.339
-27,59,-108,108,-79,25,-2,-0.933,0.052,0.405
-66,-7,-147,124,129,15,64,-0.025,-0.207,0.436
-99,-110,-6,27,-149,47,-80,0.141,-0.185,0.231
-138,-49,-21,56,125,43,39,0.895,0.171,0.345
-14,-110,-48,84,-155,2,63,0.194,-0.253,0.003
-132,-55,147,70,4,23,66,0.579,0.002,0.737
44,48,-154,45,81,-87,8,-0.176,-0.356,-0.484
-46,-15,-45,147,155,-1,114,-0.37,-0.116,0.6
-90,-18,75,148,162,-58,-71,-0.117,0.192,0.274
-133,-69,69,17,53,27,-9,-0.145,0.179,0.392
-25,-39,90,95,-8,-69,-149,-0.918,-0.044,0.41
-128,-1,-162,93,125,39,110,-0.004,0.42,0.965
-48,-123,-137,118,169,-30,-18,0.506,0.603,0.038
45,-1,-114,82,37,-64,59,-0.233,-0.545,0.918
45,-77,-48,89,-52,-9,102,0.006,-0.602,0.149
-24,-78,-45,17,-90,18,143,0.158,0.13,-0.328
15,-64,-42,61,-165,-32,-112,0.041,0.282,0.847
-123,-28,-110,41,-84,105,155,-0.067,-0.119,0.215
-120,52,1,129,-122,-52,-105,-0.151,-0.112,0.325
-37,42,97,-1,-82,88,18,-0.365,-0.702,0.55
-135,-66,62,110,-18,-85,-14,-0.363,0.261,0.118
-20,-102,-89,75,104,-33,81,-0.423,0.539,0.669
37,-22,164,58,-119,102,-66,-0.486,0.202,0.056
48,-41,-104,81,60,110,-136,-0.41,0.309,0.142
42,-76,18,66,78,107,-111,-0.406,0.241,0.098
-103,-92,17,111,118,40,155,-0.458,-0.335,0.371
-110,-62,130,83,-164,84,108,-0.131,0.012,0.914
-136,-3,104,27,5,82,19,-0.242,0.671,-0.192
-6,-36,-151,139,54,-9,110,0.626,-0.084,0.001
-73,-5,76,100,-124,65,-8,-0.55,0.458,0.616
6,-40,-104,9,-135,3,132,0.087,-0.118,0.02
-31,52,156,101,104,62,2,0.858,-0.488,0.293
3,8,51,89,101,-20,144,-0.719,0.589,-0.018
50,-22,-143,147,10,-79,-155,0.014,-0.01,-0.227
-77,27,-89,35,-143,73,22,-0.096,-0.526,0.527
-28,-17,112,91,-119,112,-45,-0.177,0.275,0.782
35,-69,137,10,-99,105,-128,0.3,0.094,0.738
-20,-81,17,114,38,-55,78,-0.381,-0.112,0.888
-54,7,-4,63,-15,-63,-3,-0.531,0.275,1.144
-46,-118,61,19,23,-5,-101,-0.495,-0.724,0.66
-113,-10,-47,69,143,70,167,0.638,-0.49,-0.312
-114,-45,7,17,-10,-90,123,-0.546,0.065,0.52
22,-111,-152,125,-49,19,19,-0.935,0.309,0.012
-101,6,79,50,-17,40,145,-0.158,-0.224,0.923
22,33,89,50,127,104,6,-0.689,0.224,0.155
49,42,-43,29,68,87,104,-0.105,-0.23,0.604
-52,-66,-16,48,165,-18,103,0.067,0.386,0.131
-127,53,139,29,-168,-7,-80,-0.568,-0.05,0.502
-137,-26,13,67,-17,-5,-53,0.323,-0.242,0.162
44,5,-50,-1,89,-21,-145,-0.346,-0.411,0.653
-9,-91,-13,102,127,-26,23,-0.083,0.82,0.371
-2,-15,44,56,28,-12,34,-0.581,0.434,-0.261
-15,-42,158,40,86,-41,-75,-0.413,-0.165,-0.142
-89,-69,87,135,-53,4,-90,-0.046,-0.028,0.272
-125,16,108,2,-104,15,-78,-0.147,-0.051,-0.185
-113,28,168,118,121,-66,-58,0.215,-0.432,-0.16
39,-116,-119,1,38,61,-142,0.544,-0.47,-0.041
-130,-75,-13,8,138,-11,65,0.446,0.383,0.5
6,-9,107,97,132,17,55,-0.491,-0.233,0.442
19,-88,37,36,0,-55,-91,-0.297,0.017,0.946
-127,-47,1,68,-48,-84,-120,-0.567,-0.17,-0.153
-78,-19,-120,124,170,-75,67,0.518,0.204,0.716
-40,-97,67,94,-167,75,-152,-0.416,0.697,-0.287
-68,-22,-138,92,53,-11,-155,0.193,0.124,0.489
-65,-44,-56,60,129,69,36,-0.538,0.09,0.272
-83,-54,77,28,-2,90,-23,-0.07,-0.105,-0.321
-70,-122,4,14,137,40,142,-0.377,-0.382,-0.198
-132,35,34,90,144,67,30,0.049,-0.285,-0.372
-36,44,91,96,-134,-79,-174,-0.013,-0.234,0.871
-15,50,-76,110,-19,44,-21,-0.207,0.451,0.188
-57,54,-48,118,12,118,65,-0.452,-0.026,0.48
4,-61,54,45,132,90,-129,-0.352,-0.437,0.676
-37,-4,141,129,-151,-41,-165,0.384,0.189,-0.109
25,0,-83,86,-50,-53,-95,-0.234,-0.036,0.714
21,1,100,23,28,31,165,-0.043,-0.088,0.909
-96,-62,82,99,-174,-77,-106,-0.369,-0.287,0.919
-109,-49,13,58,107,-73,139,-0.538,-0.07,0.142
-74,-91,-60,50,-145,58,-21,0.552,-0.022,-0.432
27,52,58,24,-64,18,-23,0.513,0.511,0.559
-88,38,-25,82,95,77,84,0.693,0.009,0.818
9,-94,1,54,-86,-88,-89,-0.053,0.575,0.277
-35,27,-140,110,74,-40,-48,-0.024,0.155,0.556
-131,-114,-69,97,114,12,112,0.501,0.109,0.705
-96,-79,29,50,2,-34,58,-0.635,-0.353,0.13
34,-6,105,136,-93,23,174,-0.069,-0.225,0.827
-133,39,-38,26,7,66,92,-0.218,-0.537,0.392
-11,44,113,28,-62,64,113,0.352,0.035,0.185
-125,-3,128,68,-49,-9,37,0.22,-0.42,-0.194
-124,-102,166,11,-72,-20,-171,0.224,-0.314,0.87
-105,-117,-164,53,-94,41,-98,0.351,0.416,0.386
-55,-110,-149,75,-166,55,-152,0.674,0.309,-0.192
17,-28,-123,112,-73,97,-146,-0.483,0.226,0.194
-117,-91,27,106,143,94,-19,0.699,0.537,0.062
2,-6,-47,-3,-145,48,-101,-0.201,-0.253,0.563
48,38,-20,144,-166,26,50,0.168,-0.225,1.103
10,-11,-172,45,-51,70,174,-0.559,-0.222,0.974
-39,-93,139,133,136,27,174,0.003,-0.875,0.47
-19,11,-6,93,-58,94,142,-0.476,-0.607,0.11
-66,-11,96,55,-128,-1,-41,-0.284,0.652,0.465
18,20,92,2,53,70,26,-0.179,-0.127,0.998
5,37,125,101,28,65,43,0.064,0.227,0.953
-124,-1,66,147,-64,8,-81,-0.203,-0.558,0.268
-63,-9,72,92,105,28,-146,-0.017,0.037,-0.003
-33,-111,25,60,136,-63,125,-0.243,0.031,0.705
-10,41,35,27,-111,0,-171,-0.44,0.651,-0.054
-141,-35,116,0,-167,78,-124,-0.537,0.416,0.172
-59,-93,-74,3,168,-28,-55,-0.244,-0.362,0.144
-139,37,31,5,-87,-12,-20,-0.548,0.465,0.545
-12,-120,124,1,-107,44,-7,0.061,-0.716,0.871
18,-105,-162,104,-130,98,68,-0.172,-0.437,0.279
-82,-57,50,10,146,48,63,-0.354,-0.2,0.608
-60,-21,160,72,-142,64,104,-0.18,-0.111,-0.147
-63,-70,-76,118,-82,-29,111,-0.455,-0.242,0.625
32,-76,95,22,17,-57,122,0.498,0.1,0.383
-88,-38,-127,8,171,12,139,-0.223,-0.661,0.684
-84,33,109,90,-65,98,152,-0.121,-0.495,0.447
-29,29,52,135,157,13,-28,0.11,-0.386,0.515
-8,38,-25,35,74,111,126,-0.194,-0.131,0.23
-2,-24,-71,101,173,-52,-37,-0.652,-0.123,0.741
-84,56,72,114,79,-7,24,0.545,0.556,0.592
-40,-26,30,66,6,59,-73,0.145,0.444,0.323
-47,11,-79,110,-36,-51,87,0.331,-0.43,0.32
-15,-58,-36,5,-159,97,-65,-0.029,0.141,0.588
-71,-101,73,48,129,-45,-122,0.465,-0.178,0.563
-116,41,-173,50,33,-11,-136,-0.255,0.76,-0.017
-71,-19,-98,29,95,-27,-99,0.271,-0.366,0.664
-71,19,-2,109,-39,48,-70,-0.344,0.224,0.67
-17,52,-1,43,115,25,-67,-0.24,0.911,0.492
-59,-91,164,130,-28,-87,-122,-0.331,0.264,0.597
-137,43,-76,3,125,-83,116,0.469,0.13,0.472
-95,-29,-80,57,94,83,4,0.2,-0.548,-0.428
-34,-102,50,75,-52,-2,43,0.48,0.398,0.233
-30,35,159,74,21,-10,-124,0.519,-0.071,0.217
-54,6,-98,109,164,44,94,-0.13,-0.653,0.382
27,-32,-158,100,124,-33,148,-0.156,-0.414,0.847
-134,-17,-130,144,112,96,-9,-0.693,-0.366,-0.035
-72,-7,110,2,109,95,156,0.587,0.227,0.073
49,58,99,130,169,-7,-168,0.508,-0.195,0.488
-8,-102,-96,108,144,6,76,-0.762,0.464,0.48
-1,-108,-141,5,125,8,42,-0.267,0.597,0.562
-54,-103,68,36,-159,10,-34,0.007,0.045,0.006
-40,-69,94,8,0,43,-23,-0.678,-0.211,0.826
-12,-47,171,92,67,11,-26,0.201,-0.201,0.505
-3,25,70,102,-148,-57,22,-0.56,-0.423,0.803
-34,53,163,149,156,-39,-105,-0.459,-0.222,0.385
-28,13,50,102,143,-33,-167,-0.766,-0.037,0.543
29,-76,-135,149,9,108,-1,0.023,-0.418,0.559
-67,-106,-166,3,-16,47,-140,-0.03,0.03,0.373
-88,-37,-108,51,102,-27,-136,0.161,-0.392,0.896
41,-91,82,12,151,-31,-172,-0.243,0.782,-0.284
29,25,67,53,5,113,160,0.351,0.367,0.208
-124,-104,24,9,80,-29,-113,0.543,0.269,0.381
-43,-8,108,113,36,-60,-22,0.144,-0.509,0.401
-83,-57,-137,3,154,-40,-16,-0.021,-0.172,0.328
4,47,-15,122,46,-37,11,-0.354,-0.481,0.363
-61,-45,150,47,-149,-87,-48,0.239,0.308,0.149
31,46,87,28,54,-21,-70,-0.036,-0.071,0.37
-100,3,-115,24,103,47,93,0.136,-0.363,-0.119
-18,-25,63,136,141,-78,-54,-0.092,-0.129,0.628
-63,-97,149,85,-62,-79,-66,0.039,-0.127,-0.129
-31,-99,-100,87,111,-37,-126,0.668,-0.279,0.773
23,-39,134,106,169,60,-147,0.075,0.201,0.682
20,-26,41,141,-60,14,152,-0.098,-0.31,-0.038
-24,-52,17,133,132,26,-79,0.693,-0.467,0.217
-141,33,7,142,-88,-30,-43,-0.354,0.415,0.577
44,-48,-79,82,97,15,-39,0.575,-0.46,0.33
-116,-47,-79,130,32,30,100,0.331,0.108,-0.148
-6,-26,98,52,54,79,93,-0.087,-0.443,0.35
-15,-40,-122,126,138,-33,-122,0.072,0.746,-0.022
-126,-93,150,98,86,-27,-158,0.043,0.101,0.406
-37,-39,123,92,113,62,138,-0.425,0.164,0.142
-39,51,112,80,-166,-38,-101,0.446,-0.006,0.873
-13,-94,-103,105,-62,27,5,0.515,-0.042,0.755
-106,54,84,109,-154,30,-41,-0.257,0.132,-0.041
50,59,101,-3,87,-84,-1,-0.198,-0.196,0.059
-54,36,-48,65,-30,-79,-130,0.006,-0.182,0.214
31,34,152,107,-44,-49,-154,0.116,-0.55,-0.471
-76,-62,122,75,-61,15,126,0.166,-0.33,0.893
-65,-76,75,91,126,37,100,-0.573,0.143,0.396
2,26,122,108,-52,-16,-90,-0.207,0.424,0.829
19,7,33,68,112,118,-81,0.29,-0.454,0.643
-76,10,54,124,73,46,125,-0.019,0.125,-0.081
-63,51,131,84,17,-61,-162,0.11,-0.542,0.744
-43,-100,172,4,142,56,170,0.503,0.376,0.18
40,-59,122,38,-161,66,-130,0.32,0.305,-0.149
22,17,-57,80,2,-89,-154,0.279,0.606,-0.071
29,-34,-148,89,60,89,-25,-0.343,0.539,-0.418
-17,50,127,30,-13,113,-120,0.495,0.241,0.847
-90,-24,-95,93,-102,-84,90,0.054,-0.322,0.569
-98,-22,-9,104,52,-34,162,0.093,0.091,-0.166
6,9,-93,62,78,71,7,0.267,-0.616,0.31
-23,3,167,29,-4,54,53,0.206,0.052,-0.137
20,-84,-132,78,-138,89,-13,0.316,0.035,0.647
-11,-19,12,127,65,98,-50,0.323,0.248,0.541
-24,-121,167,106,32,87,-51,-0.393,-0.641,0.383
-134,-37,-120,115,-124,-62,50,-0.724,-0.031,0.246
11,-112,66,20,118,65,-24,0.126,-0.632,0.744
-57,59,-105,48,-46,-66,-108,0.005,-0.078,0.099
-89,39,30,67,-17,-74,-127,0.459,-0.068,0.333
-104,-123,106,102,92,110,-174,0.175,0.513,-0.015
-53,-80,131,85,78,69,10,0.006,0.003,0.79
-138,27,-2,60,-115,113,-118,0.21,0.473,0.458
-84,-66,-170,54,-56,96,138,-0.541,-0.169,0.141
30,57,-155,95,163,88,117,0.495,-0.278,1.112
-82,58,104,45,1,-34,137,0.551,-0.046,0.612
-20,-8,-45,149,66,108,-131,-0.158,-0.024,-0.179
35,-44,93,147,141,116,-83,-0.219,0.146,0.368
-90,11,5,41,-152,3,162,-0.362,0.266,0.296
-13,52,-109,9,-101,-69,-70,0.323,0.185,0.749
-11,-84,-164,130,82,24,-14,0.459,0.308,0.032
-94,-9,-67,96,155,67,60,0.179,-0.019,-0.28
-50,-92,-40,91,-62,98,-116,0.576,0.132,0.199
10,-85,-91,117,-155,95,-127,0.254,-0.075,-0.038
9,-72,-80,98,69,-8,-155,0.322,-0.18,0.177
16,32,119,104,163,-47,-74,-0.275,0.276,0.613
6,-84,167,70,104,-79,162,-0.382,-0.516,0.174
-53,32,-61,94,-68,-90,-80,-0.577,-0.284,0.754
-72,-118,91,140,30,103,-166,-0.626,-0.246,0.609
-133,28,-162,76,161,71,105,-0.442,-0.535,-0.201
-42,37,-60,91,170,20,-144,-0.435,-0.03,0.39
